"You can offer <%= installmentsCount %>-installment payments for amounts between <b><%= almaPriceFromCents(minAllowedAmount) %>€</b> and <b><%= almaPriceFromCents(maxAllowedAmount) %>€</b>.","You can offer <%= installmentsCount %>-installment payments for amounts between <b><%= almaPriceFromCents(minAllowedAmount) %>€</b> and <b><%= almaPriceFromCents(maxAllowedAmount) %>€</b>."
"You can offer Pay Later payments at <%= deferredType %>+<%= deferredDuration %> for amounts between <b><%= almaPriceFromCents(minAllowedAmount) %>€</b> and <b><%= almaPriceFromCents(maxAllowedAmount) %>€</b>.","You can offer Pay Later payments at <%= deferredType %>+<%= deferredDuration %> for amounts between <b><%= almaPriceFromCents(minAllowedAmount) %>€</b> and <b><%= almaPriceFromCents(maxAllowedAmount) %>€</b>."
"<%= almaPriceFromCents(variable) %>%","<%= almaPriceFromCents(variable) %>%"
"<%= almaPriceFromCents(fixed) %>€","<%= almaPriceFromCents(fixed) %>€"
"Product page display","Product page display"
"A badge can be displayed on product pages to indicate eligible payments plans","A badge can be displayed on product pages to indicate eligible payments plans"
"Activate Alma badge on product pages.","Activate Alma badge on product pages."
"Update with qty","Update with qty"
"Dynamicaly updates the badge's price when product quantity is changed.","Dynamicaly updates the badge's price when product quantity is changed."
"Badge position","Badge position"
"Indicates where the badge should appear in product pages.","Indicates where the badge should appear in product pages."
"HTML container","HTML container"
"CSS selector for the custom badge container. (ex: #maincontent or .field.qty)","CSS selector for the custom badge container. (ex: #maincontent or .field.qty)"
"Position in the HTML container","Position in the HTML container"
"Begin","Begin"
"End","End"
"After Product Title","After Product Title"
"Before Product Price","Before Product Price"
"Before Product Stock","Before Product Stock"
"After Product Stock","After Product Stock"
"After Product Information","After Product Information"
"Before Product AddToCart Button","Before Product AddToCart Button"
"After Product AddToCart Button","After Product AddToCart Button"
"After AddTo links","After AddTo links"
"Inside a custom HTML container","Inside a custom HTML container"
"Your cart total :","Your cart total : "
"Credit cost :","Credit cost : "
"Annual interest rate :","Annual interest rate : "
"Total :","Total : "
"Customers lending rate: ","Customers lending rate: "
"Buy now, Pay later with Alma","Buy now, Pay later with Alma"
"Fast and secure payment by credit card","Fast and secure payment by credit card"
"Spread your payments with Alma","Spread your payments with Alma"
"Pay in installments with Alma","Pay in installments with Alma"
"Customize Alma in your checkout","Customize Alma in your checkout"
"Edit the text displayed when choosing the payment method in your checkout. It will adapt to the languages of your site.","Edit the text displayed when choosing the payment method in your checkout. It will adapt to the languages of your site."
"Merge all payment methods","Merge all payment methods"
"Payment upon trigger","Payment upon trigger"
"This option is available only for Alma payment in 2x, 3x and 4x. When it's turned on, your clients will pay the first installment at the order status change. When your client order on your website, Alma will only ask for a payment authorization. Only status handled by Alma are available in the menu below. Please contact Alma if you need us to add another status.","This option is available only for Alma payment in 2x, 3x and 4x. When it's turned on, your clients will pay the first installment at the order status change. When your client order on your website, Alma will only ask for a payment authorization. Only status handled by Alma are available in the menu below. Please contact Alma if you need us to add another status."
"Activate the payment upon trigger","Activate the payment upon trigger"
"Trigger typology","Trigger typology"
"At shipping","At shipping"
"If you are interested in this feature, please get closer to your Alma contact or by sending an email to support@getalma.eu","If you are interested in this feature, please get closer to your Alma contact or by sending an email to support@getalma.eu"
"%1 month later","%1 month later"
