"Badge position","Positie van de badge"
"Indicates where the badge should appear in product pages.","Bepaalt de positie van de badge op de productpagina's"
"HTML container","HTML-container"
"CSS selector for the custom badge container. (ex: #maincontent or .field.qty)","CSS-selector van de HTML-container waar de badge ingevoegd wordt (bijv. #maincontent of .field.qty)"
"Position in the HTML container","Positie in de HTML-container"
"Begin","Begin"
"End","Einde"
"After Product Title","Na de productnaam"
"Before Product Price","Voor de productprijs"
"Before Product Stock","Voor de voorraad van het product"
"After Product Stock","Na de voorraad van het product"
"After Product Information","Na de productinformatie"
"Before Product AddToCart Button","Voor de knop toevoegen aan winkelmand"
"After Product AddToCart Button","Na de knop toevoegen aan winkelmand"
"After AddTo links","Na VoegToe links"
"Inside a custom HTML container","Binnen een aangepaste HTML-container"
"Your cart total :","Uw winkelwagen totaal :"
"Credit cost :","Kredietkosten: "
"Annual interest rate :","Jaarlijks rentepercentage: "
"Total :","Totaal: "
"Customers lending rate: ","Kredietrente voor klanten: "
"Buy now, Pay later","Koop nu, betaal later"
"Fast and secure payment by credit card","Snelle en veilige betaling met creditcard"
"Fast and secured payments","Snelle en veilige betalingen"
"Spread your payments","Spreid uw betalingen"
"Pay in installments","Betalen in termijnen"
"Customize Alma in your checkout","Alma aanpassen op de checkout pagina"
"Edit the text displayed when choosing the payment method in your checkout. It will adapt to the languages of your site.","Wijzig de tekst die wordt weergegeven bij het kiezen van de betaalmethode op de checkout pagina."
"Merge all payment methods","Alle betaalmethoden samenvoegen"
"Payment upon trigger","Betaling bij trigger"
"This option is available only for Alma payment in 2x, 3x and 4x. When it's turned on, your clients will pay the first installment at the order status change. When your client order on your website, Alma will only ask for a payment authorization. Only status handled by Alma are available in the menu below. Please contact Alma if you need us to add another status.","Deze optie is alleen beschikbaar voor Alma betaling in 2x, 3x en 4x. Wanneer deze optie is ingeschakeld, zullen uw klanten de eerste termijn betalen bij de verandering van de orderstatus. Wanneer uw klant op uw website bestelt, zal Alma alleen om een betalingsautorisatie vragen. Alleen status behandeld door Alma zijn beschikbaar in het menu hieronder. Neem contact op met Alma als u wilt dat wij een andere status toevoegen."
"Activate the payment upon trigger","Activeer de betaling bij trigger"
"Trigger typology","Trigger"
"At shipping","Bij verzending"
"If you are interested in this feature, get in touch with your Alma contact or by sending an email to support@getalma.eu","Als u geïnteresseerd bent in deze functie, neem dan contact op met uw Alma-contactpersoon of stuur een e-mail naar support@getalma.eu."
"%1 month later","%1 maand later"
"Download logs","Logbestanden downloaden"
"Collect Logs","Logbestanden verzamelen"
"Order canceled by customer","Bestelling geannuleerd door klant"
"Rejected payment","Afgewezen betaling"
"Merchant data sharing","Delen van handelsgegevens"
"We enable Alma to anonymously retrieve, analyse the usage of our payment methods and share with me insights in order to increase my overall performance.","Wij stellen Alma in staat om anoniem het gebruik van onze betaalmethoden op te vragen, te analyseren en inzichten met te delen om algemene (conversie) prestaties te verbeteren."
"Alma Payment is expired","Alma betaling is verlopen"
"Increase your performance with Alma!","Verhoog uw prestaties met Alma!"
"By accepting this option, you enable Alma to analyze the usage of your payment methods and get information in order to improve your clients' experience. You can <a href='mailto:support+soc@getalma.eu' target='_blank'>opt out and erase your data</a> at any moment.","Door deze optie te accepteren, stelt u Alma in staat het gebruik van uw betaalmethoden te analyseren en informatie te verkrijgen om de ervaring van uw klanten te verbeteren. U kunt zich op elk moment uitschrijven op <a href='mailto:support+soc@getalma.eu' target='_blank'>en uw gegevens</a> wissen."
"Know more about collected data","Meer weten over verzamelde gegevens"
"total quantity of orders, amounts and currencies","totale hoeveelheid orders, bedragen en valuta's"
"payment provider for each order","betalingsprovider voor elke bestelling"
"Go to the configuration page","Ga naar de configuratiepagina"
"Impossible to save merchant data sharing settings, please try again later","Onmogelijk om de instellingen voor gegevensuitwisseling op te slaan, probeer het later nog eens."
"Warning: You have to enable the plugin for accepting payments. Meanwhile, you can complete your configuration.","Waarschuwing: Je moet de plugin inschakelen om betalingen te accepteren. Ondertussen kun je je configuratie voltooien."
"Alma monthly and deferred payments","Alma maandelijkse en uitgestelde betalingen"
"Pay in deferred or multiple monthly payments with your credit card.","Betaal in uitgestelde of meerdere maandelijkse betalingen met uw creditcard."
"Duration in minutes.","Duur in minuten."
"Payment expiration time","Vervaldatum betaling"
"Pay now by credit card","Betaal nu met creditcard"
"Pay now:","Betaal nu:"
"Pay now","Nu betalen"
"Activate in-page checkout","In-pagina afrekenen activeren"
"Let your customers pay with Alma in a secure pop-up, without leaving your site. <a href='https://docs.almapay.com/docs/in-page-adobe-commerce' title='Learn more' target='_blank'>Learn more</a>","Laat uw klanten betalen met Alma in een beveiligde pop-up, zonder uw site te verlaten. <a href='https://docs.almapay.com/docs/in-page-adobe-commerce' title='Learn more' target='_blank'>Lees meer</a>"
"Interested in this feature? Reach out to support@almapay.com to gain access.","Geïnteresseerd in deze functie? Neem contact op met support@almapay.com om toegang te krijgen."
"I hereby acknowledge my acceptance to subscribe to the insurance offered by Alma. In doing so, I confirm that I have previously reviewed the <a href='{1}' target='_blank' > information notice, which constitutes the general conditions</a>, the <a href='{2}' target='_blank' >insurance product information document</a>, and <a href='{3}' target='_blank' >the pre-contractual information and advice sheet</a> I ahead to it without reservation and agree to electronically sign the various documents forming my contract, if applicable. I expressly consent to the collection and use of my personal data for the purpose of subscribing to and managing my insurance contract(s).","Hierbij verklaar ik akkoord te gaan met de verzekering die Alma aanbiedt. Hierbij bevestig ik dat ik vooraf kennis heb genomen van de <a href='{1}' target='_blank' > informatiebrochure met de algemene voorwaarden</a>, het <a href='{2}' target='_blank' >informatiedocument over het verzekeringsproduct</a> en <a href='{3}' target='_blank' >het precontractuele informatie- en adviesblad</a> dat ik zonder voorbehoud voorloop en dat ik ermee instem de verschillende documenten die mijn contract vormen, indien van toepassing, elektronisch te ondertekenen. Ik geef mijn uitdrukkelijke toestemming voor het verzamelen en gebruiken van mijn persoonlijke gegevens met het oog op de ondertekening en het beheer van mijn verzekeringscontract(en)."
"Alma Insurance: Order %s - Cancelled insurance subscriptions need to be refunded","Alma Verzekeringen: Bestel %s - Geannuleerde verzekeringsabonnementen moeten worden terugbetaald"
"<p>The Insurance %s at %s€ for the product %s has been cancelled. Please refund the customer.</p><p><b>**Action Required: Refund the customer for the affected subscriptions.**</b></p></p><p>Thank you.</p>","<p>De verzekering %s op %s€ voor het product %s is geannuleerd. Gelieve de klant terug te betalen.</p><p><b>**Actie vereist: Restitueer de klant voor de betreffende abonnementen.**</b></p></p><p>Hartelijk dank.</p>"
"Alma Payment","Alma Betaling"
"Payment configuration","Betalingsconfiguratie"
"Alma Insurance","Alma Verzekeringen"
"Subscription list","Inschrijvingslijst"
"Configuration","Configuratie"
"Protected By Alma Insurance","Beschermd door Alma Insurance"
"Alma Subscription list","Alma Inschrijvingslijst"
"Alma Subscription details for Order","Alma Abonnementsgegevens voor bestelling"
"Increment Id","Id verhogen"
"Insurance contract","Verzekeringscontract"
"Subscription Id","Abonnement Id"
"Subscription reference","Referentie abonnement"
"Insured product","Verzekerd product"
"State","Staat"
"Cancellation Date","Annuleringsdatum"
"Cancellation Reason","Reden van annulering"
"Refunded","Terugbetaald"
"Include insurance","Inclusief verzekering"
"Unknown","Onbekend"
"Remember to cancel insurance subscriptions before initiating a refund","Vergeet niet om verzekeringsabonnementen op te zeggen voordat je een restitutie initieert"
"This order includes one or more insurance subscriptions. Make sure that the subscription(s) is canceled before proceeding with the refund. <a href =%s > Manage the cancellation directly here. </a>","Deze bestelling bevat een of meer verzekeringsabonnementen. Zorg ervoor dat het (de) abonnement(en) wordt (worden) geannuleerd voordat u verder gaat met de restitutie. <a href =%s > Beheer de annulering direct hier. </a>"
"Pending Cancellation","In afwachting van annulering"
"Canceled","Geannuleerd"
"Active","Actief"
"Failed","Mislukt"
"Pending","In afwachting van"
"Alma is currently being tested","Alma wordt momenteel getest"
"The transaction will be fake and the order will not be completed if you chose the payement method","De transactie wordt vervalst en de bestelling wordt niet voltooid als je de betaalmethode hebt gekozen"
"Sandbox/Test Mode","Sandbox/Testmodus"
"All transactions are simulated.","Alle transacties worden gesimuleerd."
