"<p>Some products (gift cards, license keys, software, weapons, ...) cannot be sold with Alma, <a href=""https://getalma.eu/legal/terms/payment"" target=""_blank"">as per our terms</a> (see Exclusions paragraph).</p><p>If you are selling such products on your shop, you need to configure Alma so that it is not enabled when customers view or shop them.</p>","<p>Algunos productos (tarjetas de regalo, claves de licencia, software, armas, etc.) no pueden venderse con Alma, tal y como se indica <a href=""https://getalma.eu/legal/terms/payment"" target=""_blank"">en nuestras CGV</a> (véase el apartado Exclusiones).</p><p>Si vendes este tipo de productos, debes configurar el módulo Alma para que se desactive cuando tus clientes los consulten o compren.</p>"
"Products exclusions","Exclusiones de productos"
"Other configuration settings will be made available after you provide valid API keys.","Las demás opciones de configuración estarán disponibles una vez que las claves API estén correctamente configuradas."
"Today","Hoy"
"Pay in %1 installments","Pagar en %1 plazos"
"%1 installments","En %1 plazos"
"Including fees: %1","Gastos (incl. en el total): %1"
"Payment plans","Calendarios de pagos"
"Fees applied to each transaction for this plan:","Comisiones aplicadas a cada transacción:"
"You pay:","Tú pagas:"
"Customers pay:","Tus clientes pagan:"
"no fees","sin gastos"
"Minimum amount (€)","Importe mínimo (€)"
"Minimum purchase amount for which this payment plan will be enabled","Mínimo de compra para el que se propondrá este calendario de pagos"
"Maximum amount (€)","Importe máximo (€)"
"Maximum purchase amount for which this payment plan will be enabled","Máximo de compra para el que se propondrá este calendario de pagos"
"Pay later - <%= deferredType %>+<%= deferredDuration %>","Pago diferido a <%= deferredType %>+<%= deferredDuration %>"
"Pay in <%= installmentsCount %> installments","Pago en <%= installmentsCount %> plazo(s)"
"You can offer <%= installmentsCount %>-installment payments for amounts between <b><%= almaPriceFromCents(minAllowedAmount) %>€</b> and <b><%= almaPriceFromCents(maxAllowedAmount) %>€</b>.","Puedes ofrecer el pago en <%= installmentsCount %> plazos para importes de entre <b><%= almaPriceFromCents(minAllowedAmount) %>€</b> y <b><%= almaPriceFromCents(maxAllowedAmount) %>€</b>."
"You can offer Pay Later payments at <%= deferredType %>+<%= deferredDuration %> for amounts between <b><%= almaPriceFromCents(minAllowedAmount) %>€</b> and <b><%= almaPriceFromCents(maxAllowedAmount) %>€</b>.","Puedes ofrecer el pago a <%= deferredType %>+<%= deferredDuration %> para importes de entre <b><%= almaPriceFromCents(minAllowedAmount) %>€</b> y <b><%=almaPriceFromCents(maxAllowedAmount) %>€</b>."
"<%= almaPriceFromCents(variable) %>%","<%= almaPriceFromCents(variable) %>%"
"<%= almaPriceFromCents(fixed) %>€","<%= almaPriceFromCents(fixed) %>€"
"Product page display","Configuración de la visualización de las páginas de producto"
"A badge can be displayed on product pages to indicate eligible payments plans","Se puede mostrar un distintivo en las páginas de producto para indicar los calendarios de pagos admitidos"
"Activate Alma badge on product pages.","Activa el distintivo Alma en las páginas de producto"
"Update with qty","Actualización con la cantidad"
"Dynamicaly updates the badge's price when product quantity is changed.","Actualización dinámica del distintivo Alma cuando cambia la cantidad elegida"
"Badge position","Posición del distintivo"
"Indicates where the badge should appear in product pages.","Indica la posición del distintivo en las páginas de producto"
"HTML container","Contenedor HTML"
"CSS selector for the custom badge container. (ex: #maincontent or .field.qty)","Selector CSS del contenedor HTML en el que se va a insertar el distintivo (ej.: #maincontent o .field.qty)"
"Position in the HTML container","Posición en el contenedor HTML"
"Begin","Inicio"
"End","Fin"
"After Product Title","Después del nombre del producto"
"Before Product Price","Antes del precio del producto"
"Before Product Stock","Antes de las existencias del producto"
"After Product Stock","Después de las existencias del producto"
"After Product Information","Después de la información del producto"
"Before Product AddToCart Button","Antes del botón de añadir a la cesta"
"After Product AddToCart Button","Después del botón de añadir a la cesta"
"After AddTo links","Después de los enlaces de añadir a la lista de deseos y de añadir al comparador"
"Inside a custom HTML container","Dentro de un contenedor HTML personalizado"
"Your cart total :","Tu compra: "
"Credit cost :","Coste de la financiación: "
"Annual interest rate :","T.A.E.: "
"Total :","Total:"
"Customers lending rate: ","Tipo de interés para el Cliente: "
