"Dynamicaly updates the badge's price when product quantity is changed.","Atualiza dinamicamente o preço do crachá quando a quantidade do produto é alterada."
"Badge position","Posição do crachá"
"Indicates where the badge should appear in product pages.","Indica onde o crachá deve aparecer nas páginas dos produtos."
"HTML container","Contentor de HTML"
"CSS selector for the custom badge container. (ex: #maincontent or .field.qty)","Seletor de CSS para o contentor do crachá personalizado. (ex: #maincontent ou .field.qty)"
"Position in the HTML container","Posição no contentor de HTML"
"Begin","Comece"
"End","Final"
"After Product Title","Após o Título do Produto"
"Before Product Price","Antes do Preço do Produto"
"Before Product Stock","Antes do Stock do Produto"
"After Product Stock","Depois do Stock do Produto"
"After Product Information","Após a Informação do Produto"
"Before Product AddToCart Button","Antes do Botão do Produto Adicionar ao Cesto"
"After Product AddToCart Button","Depois do Botão do Produto Adicionar ao Cesto"
"After AddTo links","Depois dos links Adicionar"
"Inside a custom HTML container","Num contentor de HTML personalizado"
"Your cart total :","O total do seu cesto :"
"Credit cost :","Custo do crédito :"
"Annual interest rate :","Taxa de juro anual :"
"Total :","Total :"
"Customers lending rate: ","Taxa de empréstimo dos clientes: "
"Buy now, Pay later with Alma","Compre agora, Pague mais tarde com a Alma"
"Fast and secure payment by credit card","Pagamento rápido e seguro por cartão de crédito"
"Spread your payments with Alma","Espalhe os seus pagamentos com Alma"
"Pay in installments with Alma","Pague em prestações com a Alma"
"Customize Alma in your checkout","Personalize a Alma no seu checkout"
"Edit the text displayed when choosing the payment method in your checkout. It will adapt to the languages of your site.","Edite o texto que é exibido ao escolher o método de pagamento no seu checkout e que se adaptará aos idiomas do seu site."
"Merge all payment methods","Fundir todos os métodos de pagamento"
"Payment upon trigger","Pagamento no momento do acionamento"
"This option is available only for Alma payment in 2x, 3x and 4x. When it's turned on, your clients will pay the first installment at the order status change. When your client order on your website, Alma will only ask for a payment authorization. Only status handled by Alma are available in the menu below. Please contact Alma if you need us to add another status.","Esta opção está disponível apenas para pagamento Alma em 2x, 3x e 4x. Quando estiver ativa, os seus clientes pagarão a primeira prestacão na alteração do estado da encomenda. Quando o seu cliente eencomendar no seu site, a Alma apenas pedirá uma autorização de pagamento. Apenas os estados geridos pela Alma estão disponíveis no menu abaixo. Por favor, contate a Alma se precisar que adicionemos outro estado."
"Activate the payment upon trigger","Ativar o pagamento no acionamento"
"Trigger typology","Tipologia do gatilho"
"At shipping","Na expedição"
"If you are interested in this feature, get in touch with your Alma contact or by sending an email to support@getalma.eu","Se está interessado nesta funcionalidade, entre em contato com o seu contato Alma ou envie um e-mail para support@getalma.eu"
"%1 month later","%1 mês depois"
"Download logs","Descarregar os acessos (logs)"
"Collect Logs","Recolher dados de acesso (logs)"
"Order canceled by customer","Ordem cancelada pelo cliente"
